"","Cvirginica_KEGGID","Type","KEGGID_pathway","pathway.name","Num.genes.all","Num.genes.exp","Gene.IDs","Rich_factor","pvalue","log10_pvalue","qvalue","Protein_name","Cvirginica_TranscriptID","Airradians_TranscriptID"
"21","cvn:111126128","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111126128",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"40S ribosomal protein S3a-like","XM_022470538.1","rna-XM_069274961.1"
"22","cvn:111102380","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111102380",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"40S ribosomal protein S4-like","XM_022435081.1","rna-XM_069271952.1"
"23","cvn:111125548","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111125548",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"40S ribosomal protein S5","XM_022469477.1","rna-XM_069265214.1"
"24","cvn:111130771","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111130771",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"40S ribosomal protein S6-like","XM_022478004.1","rna-XM_069282367.1"
"25","cvn:111121848","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111121848",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"40S ribosomal protein S7-like","XM_022463302.1","rna-XM_069270416.1"
"26","cvn:111135077","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111135077",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"40S ribosomal protein S8-like","XM_022484792.1","rna-XM_069249895.1"
"27","cvn:111118126","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111118126",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"40S ribosomal protein S9","XM_022457442.1","rna-XM_069267019.1"
"28","cvn:111118126","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111118126",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"40S ribosomal protein S9","XM_022457442.1","rna-XM_069253791.1"
"29","cvn:111118540","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111118540",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"40S ribosomal protein SA-like","XM_022458054.1","rna-XM_069267284.1"
"30","cvn:111130039","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111130039",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S acidic ribosomal protein P0-like","XM_022476705.1","rna-XM_069249421.1"
"31","cvn:111114718","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111114718",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S acidic ribosomal protein P1-like","XM_022453199.1","rna-XM_069249524.1"
"32","cvn:111137903","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111137903",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S acidic ribosomal protein P2-like","XM_022489606.1","rna-XM_069280278.1"
"33","cvn:111119745","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111119745",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L10-like","XM_022460201.1","rna-XM_069268569.1"
"34","cvn:111129410","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111129410",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L11-like","XM_022475787.1","rna-XM_069250545.1"
"35","cvn:111119071","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111119071",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L12-like","XM_022458920.1","rna-XM_069277574.1"
"36","cvn:111135849","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111135849",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L13-like","XM_022486262.1","rna-XM_069256550.1"
"37","cvn:111103110","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111103110",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L13a-like","XM_022436139.1","rna-XM_069270119.1"
"38","cvn:111136230","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111136230",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L14-like","XM_022486934.1","rna-XM_069257804.1"
"39","cvn:111128745","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111128745",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L17-like","XM_022474564.1","rna-XM_069282494.1"
"40","cvn:111106322","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111106322",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L18a-like","XM_022440951.1","rna-XM_069245192.1"
"41","cvn:111124874","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111124874",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L19-like","XM_022468134.1","rna-XM_069250468.1"
"42","cvn:111122819","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111122819",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L21-like","XM_022464806.1","rna-XM_069273499.1"
"43","cvn:111118104","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111118104",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L23","XM_022457419.1","rna-XM_069265403.1"
"44","cvn:111132903","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111132903",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L23a-like","XM_022480834.1","rna-XM_069279118.1"
"45","cvn:111136425","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111136425",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L26-like","XM_022487266.1","rna-XM_069283504.1"
"46","cvn:111111438","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111111438",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L27","XM_022448430.1","rna-XM_069255233.1"
"47","cvn:111120067","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111120067",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L27a-like","XM_022460725.1","rna-XM_069275662.1"
"48","cvn:111126040","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111126040",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L28-like","XM_022470420.1","rna-XM_069265576.1"
"49","cvn:111135345","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111135345",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L30-like","XM_022485315.1","rna-XM_069250955.1"
"50","cvn:111101507","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111101507",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L32-like","XM_022434060.1","rna-XM_069277577.1"
"51","cvn:111119059","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111119059",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L34-like","XM_022458872.1","rna-XM_069268119.1"
"52","cvn:111127437","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111127437",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L35-like","XM_022472613.1","rna-XM_069265108.1"
"53","cvn:111101860","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111101860",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L35a-like","XM_022434493.1","rna-XM_069248726.1"
"54","cvn:111131049","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111131049",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L36-like","XM_022478379.1","rna-XM_069281773.1"
"55","cvn:111115132","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111115132",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L37a","XM_022453757.1","rna-XM_069255230.1"
"56","cvn:111130094","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111130094",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L4-like","XM_022476789.1","rna-XM_069282010.1"
"57","cvn:111105616","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111105616",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L44-like","XM_022439983.1","rna-XM_069274837.1"
"58","cvn:111126614","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111126614",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L5-like","XM_022471372.1","rna-XM_069265382.1"
"59","cvn:111136247","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111136247",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L6-like","XM_022486957.1","rna-XM_069278913.1"
"60","cvn:111125367","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111125367",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L7a-like","XM_022469114.1","rna-XM_069265398.1"
"61","cvn:111137089","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111137089",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L8-like","XM_022488340.1","rna-XM_069249206.1"
"62","cvn:111127354","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111127354",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"60S ribosomal protein L9-like","XM_022472493.1","rna-XM_069275317.1"
"63","cvn:111120619","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111120619",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"probable 60S ribosomal protein L37-A","XM_022461471.1","rna-XM_069271243.1"
"64","cvn:111131216","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111131216",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"ubiquitin-40S ribosomal protein S27a","XM_022478637.1","rna-XM_069260816.1"
"65","cvn:111122600","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111122600",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"ubiquitin-60S ribosomal protein L40","XM_022464403.1","rna-XM_069259499.1"
"66","cvn:111131662","Cohort WGNCA module black","cvn03010","Ribosome",137,64,"111131662",0.467153284671533,1.09605593652897e-68,67.9601672813389,7.89160274300858e-67,"ubiquitin-like protein FUBI","XM_022479295.1","rna-XM_069262158.1"
